scheme_code,scheme_name,fund_house,cagr_1y,cagr_5y,cagr_5y_missing,max_drawdown,expense_ratio,aum_cr,fund_age_years,category_group,sharpe_3y,top_half_performer
132757,Tata ELSS Fund-Growth-Regular Plan,Tata Mutual Fund,0.0943928336093291,0.1288803778962859,0,-0.3688067507626181,1.45,9180,11.811088295687885,Equity,0.4382804979867735,0
132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,Aditya Birla Sun Life Mutual Fund,0.0717427543682722,0.0745624706841767,0,-0.1779220779220779,1.16,14880,11.679671457905544,Equity,0.4456738738727407,0
133385,Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option,Motilal Oswal Mutual Fund,0.0955816599122345,0.1665905282449848,0,-0.3782193991135801,1.46,9456,11.537303216974674,Equity,0.8764671947250182,1
133386,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,Motilal Oswal Mutual Fund,0.1084783379958229,0.1806882515457899,0,-0.3772491365986757,1.51,12564,11.537303216974674,Equity,0.9583387735452028,1
133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,PGIM India Mutual Fund,0.0566930610975615,0.0985251850271344,0,-0.3644501278772379,1.5,34006,11.411362080766597,Equity,0.3742915710038004,0
134017,LIC MF Banking and Financial Services Fund-Direct Plan-Growth,LIC Mutual Fund,0.0746868779520781,0.117708303635853,0,-0.4475762089018283,1.75,9036,11.353867214236825,Equity,0.1727120953102013,0
135341,Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option,Groww Mutual Fund,0.059960511119254,0.1333107587804318,0,-0.4664253541271972,1.48,20970,10.907597535934292,Equity,0.621302645947877,1
138308,PGIM India Large Cap Fund - Growth,PGIM India Mutual Fund,0.0117394254309131,0.0724555359510084,0,-0.3753223240247983,1.43,45075,10.412046543463381,Equity,0.1117756931949197,0
138318,PGIM India Corporate Bond Fund - Growth,PGIM India Mutual Fund,0.0460480456583063,0.0571726192183486,0,-0.0318507206261334,0.57,3032,10.412046543463381,Debt,0.4440287288219209,0
140172,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,Edelweiss Mutual Fund,0.079967211093016,0.1299252885183131,0,-0.3500925176361744,1.66,24645,9.686516084873375,Equity,0.5690929525211443,0
141068,Quantum Value Fund - Regular Plan Growth Option,Quantum Mutual Fund,-0.0122678239547312,0.1042016030387971,0,-0.4030585340130075,1.41,15435,9.347022587268993,Equity,0.3382391024156411,0
143704,Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option,Nippon India Mutual Fund,0.025885700534024,0.0651620502127545,0,-0.0584157590575684,0.74,13112,8.0766598220397,Debt,0.2260177749236412,0
144484,UTI Equity Savings Fund - Regular Plan - Growth Option,UTI Mutual Fund,0.0503874375799091,0.0851455698922218,0,-0.1386260210590452,1.24,21330,7.931553730321697,Equity,0.3810568080792151,0
145589,Groww Dynamic Term Fund (formerly known as Indiabulls Dynamic Bond Fund) - Direct Plan - Growth option,Groww Mutual Fund,0.0323386281687245,0.052736370219101,0,-0.022852636819353,0.75,13916,7.665982203969883,Debt,-0.0053300194071707,0
145677,BANK OF INDIA Small Cap Fund Regular Plan Growth,Bank of India Mutual Fund,0.2354214331537059,0.1870971965950898,0,-0.3251028806584363,1.69,13500,7.60848733744011,Equity,0.8544600778264844,1
147346,ICICI Prudential MNC Fund - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,0.1577980474939229,0.1379300605399556,0,-0.3073394495412844,1.7,6600,7.134839151266256,Equity,0.5730667089415536,0
147371,QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION,Quantum Mutual Fund,0.0067699771317009,0.0788775990892818,0,-0.331511839708561,1.64,3660,7.069130732375085,Equity,0.1860910140359966,0
147473,Kotak Focused Fund- Direct Plan- Growth option,Kotak Mahindra Mutual Fund,0.1431809493775999,0.1460521861708803,0,-0.3632774804807439,1.39,14310,7.039014373716633,Equity,0.662882677709826,1
147701,Motilal Oswal Large and Midcap Fund - Regular Plan Growth,Motilal Oswal Mutual Fund,0.0931920861877717,0.1803437163863266,0,-0.3752889802209093,1.49,14160,6.789869952087611,Equity,0.8276571949802835,1
147919,ITI Small Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,0.2028965490755638,0.1872609896757775,0,-0.3986034972590132,1.53,7116,6.461327857631759,Equity,1.0107830366897508,1
147929,Axis ESG Integration Strategy Fund - Regular Plan - Growth Option,Axis Mutual Fund,0.0225036130672453,0.0699609588839675,0,-0.2508650519031141,1.8,11412,6.464065708418891,Equity,0.2430174763645225,0
148623,Mirae Asset Banking and Financial Services Fund Direct Growth,Mirae Asset Mutual Fund,0.088065416608966,0.1427013284845621,0,-0.21043892578689,1.66,4752,5.642710472279261,Equity,0.493772605571014,0
148768,DSP Floater Fund - Regular Plan - Growth,DSP Mutual Fund,0.0577753931709346,0.0660190863128165,0,-0.0052611979489921,0.61,5720,5.374401095140315,Debt,1.7049793649939702,1
148925,quant Quantamental Fund - Growth Option - Direct Plan,quant Mutual Fund,0.1572619434988829,0.1982311801061995,0,-0.2334426735899151,1.64,3624,5.259411362080766,Equity,0.6650401492006532,1
148980,BANK OF INDIA Large Cap Fund Direct Plan Growth,Bank of India Mutual Fund,0.1019646287292037,0.1173632809440827,0,-0.2258883248730964,1.32,31100,5.0978781656399725,Equity,0.5922379358877485,1
149167,Axis Value Fund - Regular Plan - Growth,Axis Mutual Fund,0.1205958966360614,0.1378740826028408,1,-0.2083720930232558,1.39,13875,4.854209445585216,Equity,0.8458067340491463,1
149318,360 ONE QUANT FUND DIRECT GROWTH,360 ONE Mutual Fund,0.0384558386900597,0.1378740826028408,1,-0.2238599702123884,1.72,7740,4.681724845995893,Equity,0.7484817430736879,1
149361,Tata Corporate Bond Fund-Direct Plan-Growth,Tata Mutual Fund,0.0546969353684951,0.06220476932444645,1,-0.0169493199529844,0.56,2732,4.662559890485968,Debt,1.3576316104656014,1
149450,Samco Flexi Cap Fund - Direct Plan - Growth Option,Samco Mutual Fund,-0.0268451378201264,0.1378740826028408,1,-0.3015873015873016,1.42,24612,4.487337440109514,Equity,-0.3927187285791346,0
149766,Invesco India Flexi Cap Fund - Regular Plan - Growth,Invesco Mutual Fund,0.0532005760885483,0.1378740826028408,1,-0.1964285714285715,1.35,17198,4.468172484599589,Equity,0.8813806684407068,1
150316,Aditya Birla Sun Life Fixed Term Plan - Series TQ (1879 days) - Direct Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,0.0590909726266131,0.06220476932444645,1,-0.0328091052243417,1.47,20505,4.3668720054757015,Debt,1.078181808535606,1
150347,WhiteOak Capital Flexi Cap Fund Regular Plan-Growth,WhiteOak Capital Mutual Fund,0.0805278670357785,0.1378740826028408,1,-0.1582725615314494,1.41,23314,4.008213552361396,Equity,0.7327422288081845,1
150387,Baroda BNP Paribas Flexi Cap Fund - Direct Plan - Growth Option,Baroda BNP Paribas Mutual Fund,0.0722527337364595,0.1378740826028408,1,-0.2039579756118855,1.47,30046,3.9561943874058865,Equity,0.6237419987022643,1
150884,DSP FMP Series - 268 - 1281 Days - Regular - Growth,DSP Mutual Fund,0.0555318531435176,0.06220476932444645,1,-0.0033073470351996,1.35,10935,3.5071868583162216,Debt,1.2879797942337383,1
150885,DSP FMP Series - 268 - 1281 Days - Direct - Growth,DSP Mutual Fund,0.0571199328210909,0.06220476932444645,1,-0.0032766237983253,1.41,15885,3.5071868583162216,Debt,1.5276516734548482,1
151130,HSBC Small Cap Fund - Direct Growth,HSBC Mutual Fund,0.1280548869123401,0.1378740826028408,1,-0.2716391483334071,1.69,13404,3.6878850102669403,Equity,0.6142603122600951,1
151149,HSBC Medium Duration Fund - Regular Growth,HSBC Mutual Fund,0.0559203792007119,0.06220476932444645,1,-0.0059406325655559,0.72,12068,3.6878850102669403,Debt,1.140135806562777,1
151186,Aditya Birla Sun Life Fixed Term Plan - Series UB (1224 days) - Direct Plan Growth Option,Aditya Birla Sun Life Mutual Fund,0.0601466980464404,0.06220476932444645,1,-0.0042088375685791,1.47,20235,3.3374401095140316,Debt,1.234049097710047,1
151322,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,Trust Mutual Fund,0.0470667007349294,0.06220476932444645,1,-0.0060099819205838,0.59,4664,3.5345653661875427,Debt,0.4694861561504223,0
151564,HDFC FMP 1269D March 2023 - Growth Option,HDFC Mutual Fund,0.0537058188165571,0.06220476932444645,1,-0.003017616083294,1.48,21000,3.378507871321013,Debt,1.191669057778309,1
151750,HDFC Defence Fund - Growth Option - Direct Plan,HDFC Mutual Fund,0.3033440462618946,0.1378740826028408,1,-0.3454076572108708,1.8,11580,3.1786447638603694,Equity,1.4052095479249689,1
